activity,lap,timestamp,seconds,lat,long,alt,dist,heart,cad
Running,6,2015-07-04T09:51:17.000-07:00,1436028677,37.608134508132935,-122.42384159564972,65.99,2064.5414375087607,163,0
Running,6,2015-07-04T09:51:18.000-07:00,1436028678,37.608113408088684,-122.42386400699615,61.69,2067.607738763388,163,0
Running,6,2015-07-04T09:51:19.000-07:00,1436028679,37.608092308044434,-122.42388474941254,59.38,2070.581515421068,163,0
Running,6,2015-07-04T09:51:20.000-07:00,1436028680,37.60807144641876,-122.4239057302475,57.95,2073.547462393303,164,0
Running,6,2015-07-04T09:51:21.000-07:00,1436028681,37.60804986953735,-122.42392814159393,51.43,2076.6545227175056,164,0
Running,6,2015-07-04T09:51:22.000-07:00,1436028682,37.608025550842285,-122.4239581823349,48.16,2080.4380373044555,164,0
Running,6,2015-07-04T09:51:24.000-07:00,1436028684,37.60793375968933,-122.42419230937958,43.49,2103.449556851976,164,0
Running,6,2015-07-04T09:51:25.000-07:00,1436028685,37.60791063308716,-122.42420053482056,41.37,2106.1212516204546,165,0
Running,6,2015-07-04T09:51:26.000-07:00,1436028686,37.607885122299194,-122.4242137670517,39.74,2109.188072551471,165,0
Running,6,2015-07-04T09:51:27.000-07:00,1436028687,37.60785984992981,-122.42422747612,36.72,2112.2467282624743,165,0
Running,6,2015-07-04T09:51:28.000-07:00,1436028688,37.60783398151398,-122.42424821853638,35.46,2115.6544442853697,165,0
Running,6,2015-07-04T09:51:29.000-07:00,1436028689,37.60780954360962,-122.42427408695221,36.61,2119.2008172143087,165,0
Running,6,2015-07-04T09:51:30.000-07:00,1436028690,37.60778486728668,-122.42430508136749,37.42,2123.071650881457,165,0
Running,6,2015-07-04T09:51:31.000-07:00,1436028691,37.60775983333588,-122.4243403673172,41.25,2127.244226933165,165,0
Running,6,2015-07-04T09:51:32.000-07:00,1436028692,37.60773265361786,-122.42437529563904,42.43,2131.557094559261,165,0
Running,6,2015-07-04T09:51:33.000-07:00,1436028693,37.60770273208618,-122.42441117763519,41.65,2136.1462804168027,165,0
Running,6,2015-07-04T09:51:34.000-07:00,1436028694,37.607672452926636,-122.42444908618927,39.21,2140.888351343972,165,0
Running,6,2015-07-04T09:51:35.000-07:00,1436028695,37.60763728618622,-122.42449223995209,45.66,2146.341940307719,159,0
Running,6,2015-07-04T09:51:36.000-07:00,1436028696,37.607598543167114,-122.42453801631927,45.7,2152.242755637015,159,0
Running,6,2015-07-04T09:51:37.000-07:00,1436028697,37.60756182670593,-122.42458379268646,43.73,2157.9811216394296,159,0
Running,6,2015-07-04T09:51:38.000-07:00,1436028698,37.607529163360596,-122.42462587356567,44.73,2163.1707776990797,159,0
Running,6,2015-07-04T09:51:39.000-07:00,1436028699,37.6075040102005,-122.42466068267822,48.02,2167.3210869430727,159,0
Running,6,2015-07-04T09:51:40.000-07:00,1436028700,37.60748255252838,-122.42468893527985,57.24,2170.7688257207988,161,0
Running,6,2015-07-04T09:51:41.000-07:00,1436028701,37.60747051239014,-122.42470669746399,60.32,2172.8280937612776,161,0
Running,6,2015-07-04T09:51:42.000-07:00,1436028702,37.607457995414734,-122.42471826076508,60.98,2174.552839161459,161,0
Running,6,2015-07-04T09:51:43.000-07:00,1436028703,37.60745048522949,-122.42472243309021,61.84,2175.4652373425474,161,0
Running,6,2015-07-04T09:51:44.000-07:00,1436028704,37.60743820667267,-122.42472326755524,62.51,2176.8325300960337,161,0
Running,6,2015-07-04T09:51:45.000-07:00,1436028705,37.60742747783661,-122.42472267150879,64.9,2178.026678980309,158,0
Running,6,2015-07-04T09:51:46.000-07:00,1436028706,37.60741567611694,-122.42472052574158,66.25,2179.352515602896,158,0
Running,6,2015-07-04T09:51:47.000-07:00,1436028707,37.607399463653564,-122.42471313476562,66.28,2181.2692284321565,158,0
Running,6,2015-07-04T09:51:48.000-07:00,1436028708,37.60738217830658,-122.42470300197601,65.53,2183.388424080206,158,0
Running,6,2015-07-04T09:51:49.000-07:00,1436028709,37.60736548900604,-122.42469334602356,64.74,2185.429841405954,158,0
Running,6,2015-07-04T09:51:50.000-07:00,1436028710,37.607348799705505,-122.42468237876892,65.7,2187.5220260667193,156,0
Running,6,2015-07-04T09:51:51.000-07:00,1436028711,37.60733079910278,-122.42467069625854,65.25,2189.7726683988762,156,0
Running,6,2015-07-04T09:51:52.000-07:00,1436028712,37.60731327533722,-122.42465770244598,64.21,2192.032544916919,156,0
Running,6,2015-07-04T09:51:53.000-07:00,1436028713,37.60729897022247,-122.42463958263397,64.65,2194.2859804239847,156,0
Running,6,2015-07-04T09:51:54.000-07:00,1436028714,37.60728192329407,-122.42461609840393,65.74,2197.091811547623,156,0
Running,6,2015-07-04T09:51:55.000-07:00,1436028715,37.60726845264435,-122.42459642887115,67.18,2199.382190246524,157,0
Running,6,2015-07-04T09:51:56.000-07:00,1436028716,37.60726463794708,-122.42458260059357,67.47,2200.6720650566613,157,0
Running,6,2015-07-04T09:51:57.000-07:00,1436028717,37.60725772380829,-122.42457032203674,66.52,2201.9990853019776,157,0
Running,6,2015-07-04T09:51:58.000-07:00,1436028718,37.6072518825531,-122.42455542087555,66.76,2203.463637315024,157,0
Running,6,2015-07-04T09:51:59.000-07:00,1436028719,37.60724139213562,-122.42454016208649,68.52,2205.243361748988,157,0
Running,6,2015-07-04T09:52:00.000-07:00,1436028720,37.60723352432251,-122.4245240688324,69.47,2206.909235733071,160,0
Running,6,2015-07-04T09:52:01.000-07:00,1436028721,37.607217669487,-122.42450535297394,69.56,2209.322999346202,160,0
Running,6,2015-07-04T09:52:02.000-07:00,1436028722,37.607200622558594,-122.42448580265045,74.65,2211.8840532199533,160,0
Running,6,2015-07-04T09:52:03.000-07:00,1436028723,37.60719108581543,-122.42447566986084,74.92,2213.2701502702384,160,0
Running,6,2015-07-04T09:52:04.000-07:00,1436028724,37.60718238353729,-122.42447054386139,75.55,2214.3379731196574,160,0
Running,6,2015-07-04T09:52:05.000-07:00,1436028725,37.607171177864075,-122.4244647026062,77.17,2215.686055169763,162,0
Running,6,2015-07-04T09:52:06.000-07:00,1436028726,37.60716414451599,-122.42446208000183,78.09,2216.5015381254416,162,0
Running,6,2015-07-04T09:52:07.000-07:00,1436028727,37.60715925693512,-122.42445981502533,77.38,2217.0804805168254,162,0
Running,6,2015-07-04T09:52:08.000-07:00,1436028728,37.607149720191956,-122.42444884777069,77.85,2218.515017475696,162,0
Running,6,2015-07-04T09:52:09.000-07:00,1436028729,37.60713529586792,-122.42443299293518,75.6,2220.641796886954,162,0
Running,6,2015-07-04T09:52:10.000-07:00,1436028730,37.607120752334595,-122.42441892623901,76.72,2222.679124519282,164,0
Running,6,2015-07-04T09:52:11.000-07:00,1436028731,37.607107281684875,-122.42440533638,75.29,2224.5966090745187,164,0
Running,6,2015-07-04T09:52:12.000-07:00,1436028732,37.607094526290894,-122.42439150810242,76.04,2226.466245247616,164,0
Running,6,2015-07-04T09:52:13.000-07:00,1436028733,37.60708498954773,-122.42437934875488,77.34,2227.9735047552313,164,0
Running,6,2015-07-04T09:52:14.000-07:00,1436028734,37.60706949234009,-122.42436444759369,77.29,2230.139725186653,164,0
Running,6,2015-07-04T09:52:15.000-07:00,1436028735,37.60704982280731,-122.42434918880463,77.35,2232.7069017442,166,0
Running,6,2015-07-04T09:52:16.000-07:00,1436028736,37.60703420639038,-122.42434024810791,75.8,2234.613632434694,166,0
Running,6,2015-07-04T09:52:17.000-07:00,1436028737,37.607016921043396,-122.42432904243469,75.5,2236.7743386145144,166,0
Running,6,2015-07-04T09:52:18.000-07:00,1436028738,37.60699689388275,-122.4243129491806,76.43,2239.4142149128415,166,0
Running,6,2015-07-04T09:52:19.000-07:00,1436028739,37.606974601745605,-122.42429399490356,75.54,2242.402893599701,166,0
Running,6,2015-07-04T09:52:20.000-07:00,1436028740,37.60695230960846,-122.4242730140686,73.86,2245.4948540896485,168,0
Running,6,2015-07-04T09:52:21.000-07:00,1436028741,37.60693156719208,-122.42425107955933,73.9,2248.503710523459,168,0
Running,6,2015-07-04T09:52:22.000-07:00,1436028742,37.606918811798096,-122.4242217540741,73.87,2251.4507609715097,168,0
Running,6,2015-07-04T09:52:23.000-07:00,1436028743,37.60690522193909,-122.42419612407684,74.46,2254.167557392158,168,0
Running,6,2015-07-04T09:52:24.000-07:00,1436028744,37.60689115524292,-122.42417240142822,76.01,2256.7778403228594,168,0
Running,6,2015-07-04T09:52:25.000-07:00,1436028745,37.60687839984894,-122.42415153980255,70.24,2259.099233932919,169,0
Running,6,2015-07-04T09:52:26.000-07:00,1436028746,37.60686540603638,-122.42412614822388,68.95,2261.7620666372986,169,0
Running,6,2015-07-04T09:52:27.000-07:00,1436028747,37.606852531433105,-122.42410397529602,68.81,2264.1837503929737,169,0
Running,6,2015-07-04T09:52:28.000-07:00,1436028748,37.60684025287628,-122.42408692836761,69.37,2266.2133100271567,169,0
Running,6,2015-07-04T09:52:29.000-07:00,1436028749,37.6068297624588,-122.42406988143921,70.2,2268.114811962626,169,0
Running,6,2015-07-04T09:52:30.000-07:00,1436028750,37.60681760311127,-122.42405652999878,71.74,2269.9068399202056,171,0
Running,6,2015-07-04T09:52:31.000-07:00,1436028751,37.60680329799652,-122.4240425825119,72.77,2271.916755224238,171,0
Running,6,2015-07-04T09:52:32.000-07:00,1436028752,37.606789231300354,-122.42402851581573,73.73,2273.9122596489933,171,0
Running,6,2015-07-04T09:52:33.000-07:00,1436028753,37.60677647590637,-122.42401313781738,72.19,2275.873580778987,171,0
Running,6,2015-07-04T09:52:34.000-07:00,1436028754,37.60676181316376,-122.42399299144745,70.72,2278.2835340627594,171,0
Running,6,2015-07-04T09:52:35.000-07:00,1436028755,37.606749176979065,-122.42397201061249,71.1,2280.605206104603,172,0
Running,6,2015-07-04T09:52:36.000-07:00,1436028756,37.60673677921295,-122.42395067214966,69.87,2282.936259242405,172,0
Running,6,2015-07-04T09:52:37.000-07:00,1436028757,37.60672116279602,-122.42392897605896,69.41,2285.518526875876,172,0
Running,6,2015-07-04T09:52:38.000-07:00,1436028758,37.606703758239746,-122.42390847206116,69.32,2288.165751333428,172,0
Running,6,2015-07-04T09:52:39.000-07:00,1436028759,37.606691122055054,-122.42389118671417,66.38,2290.2376609028033,172,0
Running,6,2015-07-04T09:52:40.000-07:00,1436028760,37.606674551963806,-122.42387402057648,60.56,2292.6212589119345,172,0
Running,6,2015-07-04T09:52:41.000-07:00,1436028761,37.606655955314636,-122.42385733127594,60.79,2295.1584704511833,172,0
Running,6,2015-07-04T09:52:42.000-07:00,1436028762,37.606637835502625,-122.42384457588196,59.96,2297.4654402774268,172,0
Running,6,2015-07-04T09:52:43.000-07:00,1436028763,37.60661733150482,-122.4238315820694,59.63,2300.016584638996,172,0
Running,6,2015-07-04T09:52:44.000-07:00,1436028764,37.606595039367676,-122.42381858825684,59.04,2302.7468823934537,172,0
Running,6,2015-07-04T09:52:45.000-07:00,1436028765,37.60657024383545,-122.42380344867706,57.17,2305.8096390933397,173,0
Running,6,2015-07-04T09:52:46.000-07:00,1436028766,37.60655105113983,-122.42379117012024,60.16,2308.202221354291,173,0
Running,6,2015-07-04T09:52:47.000-07:00,1436028767,37.60653829574585,-122.42378056049347,61.09,2309.9008034326744,173,0
Running,6,2015-07-04T09:52:48.000-07:00,1436028768,37.6065274477005,-122.42376387119293,62.73,2311.8025022325696,173,0
Running,6,2015-07-04T09:52:49.000-07:00,1436028769,37.60651254653931,-122.42374837398529,63.64,2313.9493864270335,173,0
Running,6,2015-07-04T09:52:50.000-07:00,1436028770,37.60650420188904,-122.42373335361481,66.35,2315.5654683800703,173,0
Running,6,2015-07-04T09:52:51.000-07:00,1436028771,37.60649573802948,-122.42371249198914,67.55,2317.6301636221556,173,0
Running,6,2015-07-04T09:52:52.000-07:00,1436028772,37.60648727416992,-122.42369306087494,68.19,2319.583541467989,173,0
Running,6,2015-07-04T09:52:53.000-07:00,1436028773,37.606483578681946,-122.42367208003998,70.75,2321.4768946543654,173,0
Running,6,2015-07-04T09:52:54.000-07:00,1436028774,37.60647368431091,-122.42365574836731,73.0,2323.2880368372576,173,0
Running,6,2015-07-04T09:52:55.000-07:00,1436028775,37.60646188259125,-122.42364251613617,73.57,2325.0432672512475,173,0
Running,6,2015-07-04T09:52:56.000-07:00,1436028776,37.606449604034424,-122.42363142967224,73.92,2326.7219184815913,173,0
Running,6,2015-07-04T09:52:57.000-07:00,1436028777,37.606436371803284,-122.4236204624176,71.55,2328.4821119781914,173,0
Running,6,2015-07-04T09:52:58.000-07:00,1436028778,37.60642349720001,-122.42361009120941,70.62,2330.180388614914,173,0
